connector,metadata_schema_version,namespace,provider_ref,default_title,title_hash,consistency_state,is_generic,observed_row_count,term_fingerprint,prior_state,disposition_code,entity_slug,attributes_json,reviewer,review_batch,rationale,source_citation
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-195,olive oil,4267eb72e56db0a2369337656d3f32230b61f1dc7906d7a6fe09e9e22839a5be,consistent,0,63,f43dc5048c7e5f190cfa105a4932e47f2fdf2f3e1bae28a8a3fd0fd48411a02c,D2,D2,oil,"{""variety"":""olive""}",operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed exact title-to-existing-identity assertion; provider reference remains owner context only,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1958,goat's cheese (any kind),b25406577c55f505b3d2cb0035610c1013b3342fa9c1e2f159d86f97886bfa9c,consistent,1,1,7fc1e94752815477be7f3f4b58abb042d066d836499b272b3c9ae37d5616e0af,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1961,sugar snap pea,f895174e376eac0c4fa535ab1feb6c88f40888321ee82a568f4663d8900e2be4,consistent,0,2,299b766b9727bf1878d1fca7076471cd37be641d0de1fd3606b89d5d8f93a0ea,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1963,"single cream, approx. 18% fat",5abb1c9d078f76094c616548146ce9ce0e3d074e2ae791b854ddb4046f3a50ca,consistent,0,1,999f80a67d0c82aef23a572a10e0f0f988afc4fdc576cca4634965c1f8b978d3,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1964,double cream (around 48 % fat),ca8739df9b1937f47c73009c41a3d82577b9098cc6af28557e6910e59b607de8,consistent,0,6,c2dcd0d6f5e4b8de7c47fb8ad4ac12e7cf3fbc838eb1773e08ee761acc3dfc49,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1966,"cream, 35 % fat",34714263ea900073f1f0fad922a7ed8179c0c5ab8a5ff1059fec8b3f855200db,consistent,0,12,e794d8d2642f11de5ada459f30fe00db3d0023edbd0dbee7fc4149c1a88bfda8,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1988,black tea leaves,cf92811e43a77f7b3524666607c717acc7234b8b82dfb2cda482b67a585335ed,consistent,0,1,278e6e414ca02a90db594e722e28a96a711ec2eb7bb7d7058390a20b22657a2a,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-199,cucumber,dd832404e8eeb90793f0369b96ed1702e0e22487a58eb4c1f285a4af5c4f6f21,consistent,0,3,6d1d2e221c24cacb3bc5c8da5c62db1662d9ded3f3d44ce2c8d1c3cd6d17835b,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-1990,"butter, salted (from cows' milk)",0c7ffcf8e72fa80d33b5d78ec9cd49a4a5387bc1f21a086647c79ef4cb53f85c,consistent,0,4,beef564e3df96bc85573c490c66736bc243c4a74ee3e0c48ba70d771c77b6606,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2,"basil leaf, fresh",532b45e41f6cd03aff13b7470b390c2cf9777b71e519043f44155db40bb96534,consistent,0,5,f65133e40b8fc2c5dfcbf88e577452a1c178d3a70ee777cee93c1d69f9896a0d,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-200390,"chicken winglet, skin on",ef0bd3d78b6f0773a1fbb6dd060ad60cb01c03f4d5cba110c10b41dc58ea14a3,consistent,0,1,3e4f6a00e56c393e6fbb6194b6d08831951e95b4f58232c81036f2f183d94e6a,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2009,"food colouring, powder, yellow: Sunset yellow FCF",ad89150000b280301bacc852c0ab3dfe0e4ddc0bb488ec43896b21e139e6cad8,consistent,0,1,8af0a4d2f401c38bc60630e08a99d3587559e06de5b11f672bc227fabf70f6b4,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-203214,"biscuit, chocolate ripple",6f684fe8c4375634d4284466295a944c7a46ff9f0a7c052c0934b4173850e11a,consistent,0,1,97065c5dbd987d7929c3aec672ba608e6b98f4afe6745c69f7640ec9e9588bf2,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2037,red curry paste,9447824ce2796409164fc86bff8f0d343d4956f05fa6efcad6b6754722058e32,consistent,0,1,8d93138b5928c48c7781a7cc77467c9b9947b11cd995fcc098df5190620567b3,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2043,tikka curry paste,2e2c1899e2db52c37aeb01664a5ef7e54b1172096998de49aa8706c3e3cba5d8,consistent,0,1,99d2777e9f08f2801c2cf37ee3929de54de5e17f0cff71e868c438fbb7d139d0,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-205,egg yolk (from chicken egg),ad0a4a543b61f16afb4d0f0826518da0adc3932792e5080a12825078f85f28e3,consistent,0,7,7e11b2333997b74159ac67dabe1f1362841dac33ba3594fee134b4695971451a,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2055,bouquet garni,6e1b92cfa2a7538fe520711fd9ab29ac8f98ddeecd80826dc789cc042d8d21b0,consistent,0,1,ee4cca0b76559699fb963007c1d73e8efa5320227905f79d0d2e649f14053c4b,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2071,hoisin sauce,2ed70d643be8f663260db68faa2c747ea293a0731e90961fa4f7195d1e295716,consistent,0,4,ea618c8149bd46186d451c36585ae4ae323dc57ff42d58c980023314f3110cad,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2075,"chilli sauce, sweet",50a75501833d37d66dff1fcb8c0675be3f6643856b3f03493d11ce867431446b,consistent,0,2,66190d273a0db17edcc0dee792d83d3452ae83a00670f05095f9e48e7c8ade31,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-208,"cod fillet, skinless",7c8ae74d29cea276306ddf171f1f028036571345403916153ff6ab67c5f07551,consistent,0,1,c39cde0cb4e9b481a460dd0ebd363cfc3382023598815d0b4e53a087cb584f43,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-209,"anchovy fillet, preserved in oil",74886c377dfa94a97daef046a3c7905ae99a918a348afd6e36f17d5b783121fa,consistent,0,2,135e63e64ebe43cdee0c990b9f8007f0a4da99804e0fcfcd722bb6e7773d1925,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-21,potato,e91c254ad58860a02c788dfb5c1a65d6a8846ab1dc649631c7db16fef4af2dec,consistent,0,6,27e18cbd0a05ad652462bf0d236ccdc8ce672033bebbade75f59865aa4112735,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2106,mandarin juice,35caf20cfd9b249622c6e6ecb56e3617742a911cdcc2b0184c2807d560c3ef3e,consistent,0,2,9ccd08c933957b989091c0055f93d105e4d351e16b8897c766457e78c10c9cfa,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-211,saffron,822f39a2cb6507321ac9c490ded0cce0d2f646e1a72026caac480a815843ed98,consistent,0,5,9f781b96585da77545a8d7e2ea5881cbb789e3e483f00a513b2a1f7a87b6c8a1,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-212,olive (any type),98d99d65f15168adbdbbfb245850f3ceff27907bfc08aded177333083b2e6700,consistent,1,7,84f3237d2c6dd0addd0313dc6252863887962bda2e566b799c8e3f571ca575f8,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2136,tahini,b974df55f0865156e97a17f0af0b3f3c6a6b9b615ef557ddb2d6643853952174,consistent,0,1,075323fd09095248191819180aa7e3dc7bec5a641849352f37433e3e5419cae6,D1,D1,tahini,[],operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed exact title-to-existing-identity assertion; provider reference remains owner context only,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2153,gelatine powder,9484b8b987abac273f672f179d38fa314e0c09f905eb66def58d0bcc2203b5a4,consistent,0,2,d4a19cf286e5512ef5536e51d3ebde34d330adb215a899d5be708c6697267def,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2167,vanilla paste,943a6027eb7d52291edafcd47be8d028174033bab6d0ce7c1891de6ffc4b9ad4,consistent,0,1,035426e6f1929a1298d218c0743de33723043d03c2ef0d1f691b0b5329553dd6,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2188,"black bean, whole, canned",9998adc344d73ab5e66b21bf94a97606f83f170771ce0c441782342a3cfa4101,consistent,0,3,10350e962af41f530cf4d90d95b1c8bdad4d64e22f7e777a9bce3bfb6154b39e,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-219,rum,57f64f1b45572420f70df63573f4b115970951a20723cd4e8371d88e13dbcea2,consistent,0,2,7f823c3ace6119140ee1346db699a59385a03549485562933692c95ba66b5d50,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-22,icing sugar (may contain 3-5% anti-caking agent),a0ea432f9cbb2ce1332f1d8810c83f01879839d737da61e4bbb7adab17909aa5,consistent,0,5,fc6c373709f0554d740bd422a9b0ab9901122876778593b5664671e616152b95,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2200,agave syrup,2de960791b88f07492df059d5089f9ce552d31db7c6720000930f21d0d13a71c,consistent,0,1,141c4d95e5b055a84bb67b4f46f352989b9805779d41dd9825753702d62b6a32,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-221,vodka,b39a60f59bbf47bd5e334bca6a223a8111b4cadfd181e92db68994940989b475,consistent,0,2,dd66a44a9f02cde1cf50795cfd3fc33b914fe736af1e75cbf8c72c906e955b9f,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2214,coconut oil,11f29ed5ef47d6674f0d40c0b8715021b20950fe57adac0d91cfd807a2a9c949,consistent,0,3,707a91f778996ecac6f471b1eda3df6b7dce06dd547953962906f2b7a2ca1d8b,D2,D2,oil,"{""variety"":""coconut""}",operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed exact title-to-existing-identity assertion; provider reference remains owner context only,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2219,"'chile de árbol' chilli, dried",1c9a9560d9ebaec6082d2856875f5e87eba443738fd6757cedffffcdad8f2af0,consistent,0,1,6c67ff7443a387cab616fe39673d033b5484605cca144c5b01df49a1a615a8a5,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-224,mozzarella,b5508392157fa1c40dcab78b7a43b66ece775fd4bbb6e04a1b426db2d42310d7,consistent,0,6,babfc722b3c21fa45997fc69fa833e5057564933491a7c8fc12e31ef71fc5ac2,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2254,"date, pitted",6ec5da34c1ce9f1fa196f290b410dd77dcf84967136364e68e05f4a04913d5a4,consistent,0,5,fcd5ee07b9b32ad7d7066e90651259f11a51367d240cb30de4ae78fecc7775c1,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-226,celery stalk,eea151fcd78526d4d5654d9c000237f88f62ae02f6ff71ed48e577cf3e1bcabb,consistent,0,8,76e7a19bf723bb8060631f411cea57bae27b399b26d4f026bd33492e8bfb7062,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-227,linseed,49423df7323c25696474960d9207a9aee749154e6196d5bf9e65ae888307363e,consistent,0,1,c833a18f8e9b8ae7b1df6cfa58334a9ece63801dfd678c96b663e1849e69610a,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-23,"black pepper, ground",b9d9d00903cd8e0753b7c6490d465f14455279bf9a90aa5d561645dadbd9a53e,consistent,0,101,2b5d4d6c07833e07fc8f27820f51154611cb36930bcc0eb3de96ed725dae5acd,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-230,canned crushed tomatoes,8cbc665db7fe9ee9cadd966a0c1164db7be3727462986ba9d5c4ddc3f1fcf449,consistent,0,1,5b0d4decce2a8ed60a055b92634658fd19ab97457974033cd8ef918bddf3f1cf,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2324,Lebanese cucumber,c6d8f5a152168bf7866dbd1d456c10c2620bf9a50be2816d04af8bd7c2b3c3e5,consistent,0,1,2c0db65bb82fb4a4f2fb3e388c3b5ef15197a5b965396c90a3cc67ac676a2dc9,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2335,Roquefort cheese,798b368229d984e484485cc7a9e5a4a3ed374a29948d9701aec113ae8d4a3227,consistent,0,1,f86ea61e86b9c247e7f09ab6fba763b1dec16ffcdd55fe834d0aab33926441f2,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-234,"sesame seed, any colour",c90a83396b10ea1b386cccffeaa3b7d6c42931561bcb8ea23108160c9f193ab6,consistent,1,11,8a5872ac5359ffff0196792905b63d5e77130c82f43214782dfc2b18dcd99288,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-235,beef broth,5a31eb4cb71cc124b49cbe3c98ec031ce0a2407db64c76c2062249122e1a62e9,consistent,0,3,4948c25c21db8561af5a99bf0d6bb9578636cb51edad77b8da6fe8524b719b0d,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-236,pickled gherkin,f1ff324079e536ddea77052b836de84cf265ddcd43d07ea6aa5ca94c824527a6,consistent,0,4,78099d503219ec8cc4ef42f004dd8e23027dbb8d0afe4eb02409d88d4a019586,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2368,"bird's eye chilli, dried",6b70af2c21281cefdc186920d928260694a84c6df683e9df37ced4c88318b193,consistent,0,2,70877f7be316e7462b6a2ea39e09edaf7c1ebde07c737acd722bdc24d4bdceff,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2370,"ginger, dried, ground",1768f5d1b65bbdaf3db8937f3c97496897d6b5c93449bec8030a13f9293e260d,consistent,0,9,899cca2259cc0644fb641dffc3c31db43eefd2edb90a42d54bab41e375d3d169,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-238,shallot,0cd903a1eb6be1ec4b41f16eba048704156dea31c2da82ababdad9b97e20eddf,consistent,0,14,58a139759f6e411e3efcedc8ebc85b035336f33acb54fbb589ded7a2309db84a,D1,D1,shallot,[],operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed exact title-to-existing-identity assertion; provider reference remains owner context only,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2387,"curry leaf, fresh",bda0bf4f6a7a227155c4575fad400b21e63fd323b18b8cb347ff2b1a0b617d83,consistent,0,2,aa5d60f4f7cf6211d135c399d0440d6b949df49f29224860bfd0218fb5494f12,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2388,"curry leaf, dried",0f2c38fff86f0a012ad89a3ba3cd89079b1ce3ddc5c5e1c476a8c9407bd953b2,consistent,0,2,1a42b61b16279e8618c29684d9ae14e77e566a8c96d1102818fcf83bb14b500a,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-239,cabbage,0a7a27bedd1f822ac176d55217c0cdc9e8573f173d2b1a525e3607a7614a29b7,consistent,0,2,5eb5ed205f52bf63aa1d45a263bc573b6425e25641e296314395b529f34c994d,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-24,"pepper, ground",c44f5b07ba5630c6e843c99ba6f6adebcf20c60dfe28295bc5dcceefd1819b1b,consistent,0,9,1fb365a8936b94c2054b4091e0160d2e58ea5a6d616a3a756787be2cc079e922,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2414,"pickles, mixed",89ffb8f17bc6078a21c52ddca88449ba03baf7ae8c38666d347f13e845979d9c,consistent,0,1,9dd48c892ed2c34609597547fc311c41a94400597339f9ff52e27d98d0118fd6,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-2420,"sherry wine, dry",a4032aca42f58196ba8c5c0711ae0087fe98367b2d07a9daf459429b8a5c50e5,consistent,0,2,deaa6672f8bb658e63f25a634bf8086212012542de60b145c1be4133f79c4cf9,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
cookidoo,ingredient-topology-v1,com.vorwerk.ingredients.Ingredient-rpf,com.vorwerk.ingredients.Ingredient-rpf-243,raw cane sugar,6b24e9ca2682b2fe26a2990400b6ce7925d73f042dbdd8d30f5de3d0ed7bd75c,consistent,0,6,e4a9a663766ae433b1f8718f5c724a9fc66bf3b2d4bc73a95eaaa2a94b4cfee4,D8,D8,,{},operator-corrective-review-v2,full-ontology-resolution-v2,Reviewed provider-specific unresolved term,full-ontology-resolution/pilot-provider-workbook.csv
